SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p,population_size,region,hemisphere,NAVR,NAVR_corrected,correction,population_size_livingpark,d_icv_thresholded
MDDadult_casevsCN,L_postcentral,0.006,0.035,,,7571,1866,0.862,0.92,9437,L_postcentral,lh,0.1565426209458112,0.0032027609591805113,0.0840662703418397,566,0.006
MDDadult_casevsCN,L_posteriorcingulate,0.006,0.03,,,7645,1896,0.851,0.92,9541,L_posteriorcingulate,lh,0.1439203019218107,0.002954893507264332,0.0840662703418397,566,0.006
MDDadult_casevsCN,L_precentral,0.034,0.072,,,7587,1878,0.631,0.92,9465,L_precentral,lh,0.1234912044252991,0.002535721609630641,0.0840662703418397,566,0.034
MDDadult_casevsCN,L_precuneus,0.011,0.043,,,7636,1892,0.798,0.92,9528,L_precuneus,lh,0.115806001618221,0.002375663921558653,0.0840662703418397,566,0.011
MDDadult_casevsCN,L_rostralanteriorcingulate,0.04,0.03,,,7540,1861,0.186,0.92,9401,L_rostralanteriorcingulate,lh,0.1985332985113387,0.004070818882342568,0.0840662703418397,566,0.04
MDDadult_casevsCN,L_rostralmiddlefrontal,0.025,0.03,,,7634,1897,0.397,0.92,9531,L_rostralmiddlefrontal,lh,0.1574330702065638,0.0032355712750763497,0.0840662703418397,566,0.025
MDDadult_casevsCN,L_superiorfrontal,0.052,0.03,,,7555,1879,0.088,0.92,9434,L_superiorfrontal,lh,0.1296969686255579,0.002665678461561437,0.0840662703418397,566,0.052
MDDadult_casevsCN,L_superiorparietal,0.017,0.03,,,7592,1877,0.575,0.92,9469,L_superiorparietal,lh,0.1358861602066383,0.0027924433908481094,0.0840662703418397,566,0.017
MDDadult_casevsCN,L_superiortemporal,0.011,0.05,,,7510,1787,0.827,0.92,9297,L_superiortemporal,lh,0.1176477597997551,0.002418412659413405,0.0840662703418397,566,0.011
MDDadult_casevsCN,L_supramarginal,0.04,0.043,,,7512,1835,0.35,0.92,9347,L_supramarginal,lh,0.1082569006559294,0.002238892986456096,0.0840662703418397,566,0.04
MDDadult_casevsCN,L_frontalpole,-0.049,0.03,,,7657,1900,0.1,0.92,9557,L_frontalpole,lh,0.3878276705376012,0.007934703754051257,0.0840662703418397,566,-0.049
MDDadult_casevsCN,L_temporalpole,0.066,0.03,,,7620,1868,0.029,0.87,9488,L_temporalpole,lh,0.3829949443932145,0.007837469793240058,0.0840662703418397,566,0.066
MDDadult_casevsCN,L_transversetemporal,0.013,0.056,,,7654,1899,0.815,0.92,9553,L_transversetemporal,lh,0.1809503801815842,0.0037019342634819316,0.0840662703418397,566,0.013
MDDadult_casevsCN,L_insula,0.014,0.049,,,7634,1896,0.782,0.92,9530,L_insula,lh,0.299847994886643,0.006143703815555782,0.0840662703418397,566,0.014
MDDadult_casevsCN,R_bankssts,0.01,0.031,,,7569,1815,0.751,0.92,9384,R_bankssts,rh,0.1825977843962243,0.0037521632940427907,0.0840662703418397,566,0.01
MDDadult_casevsCN,R_caudalanteriorcingulate,0.011,0.03,,,7615,1883,0.707,0.92,9498,R_caudalanteriorcingulate,rh,0.1383714680931598,0.0028370836967134333,0.0840662703418397,566,0.011
MDDadult_casevsCN,R_caudalmiddlefrontal,0.009,0.03,,,7620,1889,0.761,0.92,9509,R_caudalmiddlefrontal,rh,0.1657564399893244,0.00342567781753172,0.0840662703418397,566,0.009
MDDadult_casevsCN,R_cuneus,0.058,0.036,,,7634,1891,0.107,0.92,9525,R_cuneus,rh,0.1359122118474259,0.0027900347416798758,0.0840662703418397,566,0.058
MDDadult_casevsCN,R_entorhinal,0.036,0.031,,,7409,1796,0.24,0.92,9205,R_entorhinal,rh,0.3394861382835046,0.006956960692977301,0.0840662703418397,566,0.036
MDDadult_casevsCN,R_fusiform,-0.034,0.041,,,7523,1860,0.395,0.92,9383,R_fusiform,rh,0.1441676106290709,0.002985406181116762,0.0840662703418397,566,-0.034
MDDadult_casevsCN,R_inferiorparietal,-0.024,0.05,,,7584,1877,0.629,0.92,9461,R_inferiorparietal,rh,0.0931743589228291,0.001920814607157651,0.0840662703418397,566,-0.024
MDDadult_casevsCN,R_inferiortemporal,0.005,0.03,,,7634,1885,0.876,0.92,9519,R_inferiortemporal,rh,0.1463527859563971,0.0029958514480327046,0.0840662703418397,566,0.005
MDDadult_casevsCN,R_isthmuscingulate,0.04,0.047,,,7642,1896,0.393,0.92,9538,R_isthmuscingulate,rh,0.1798584080766769,0.003682678385998046,0.0840662703418397,566,0.04
MDDadult_casevsCN,R_lateraloccipital,0.067,0.03,,,7642,1897,0.026,0.87,9539,R_lateraloccipital,rh,0.0883526703971253,0.001810292706604793,0.0840662703418397,566,0.067
MDDadult_casevsCN,R_lateralorbitofrontal,0.026,0.054,,,7654,1902,0.631,0.92,9556,R_lateralorbitofrontal,rh,0.338660973367915,0.0069378660906148654,0.0840662703418397,566,0.026
MDDadult_casevsCN,R_lingual,0.016,0.063,,,7649,1897,0.799,0.92,9546,R_lingual,rh,0.120006334526438,0.0024665056137250663,0.0840662703418397,566,0.016
MDDadult_casevsCN,R_medialorbitofrontal,0.027,0.03,,,7606,1883,0.369,0.92,9489,R_medialorbitofrontal,rh,0.2373507957582443,0.004910034757190305,0.0840662703418397,566,0.027
MDDadult_casevsCN,R_middletemporal,0.027,0.03,,,7593,1867,0.37,0.92,9460,R_middletemporal,rh,0.1118631366940052,0.00229683422341285,0.0840662703418397,566,0.027
MDDadult_casevsCN,R_parahippocampal,-0.04,0.03,,,7606,1881,0.184,0.92,9487,R_parahippocampal,rh,0.2797618263430707,0.005741195919579049,0.0840662703418397,566,-0.04
MDDadult_casevsCN,R_paracentral,0.014,0.034,,,7593,1881,0.676,0.92,9474,R_paracentral,rh,0.1558819207241439,0.003193590985463495,0.0840662703418397,566,0.014
MDDadult_casevsCN,R_parsopercularis,-0.011,0.046,,,7619,1886,0.806,0.92,9505,R_parsopercularis,rh,0.172803742272672,0.0035412015603017415,0.0840662703418397,566,-0.011
MDDadult_casevsCN,R_parsorbitalis,0.022,0.041,,,7650,1897,0.589,0.92,9547,R_parsorbitalis,rh,0.1869218196284564,0.0038593941800975796,0.0840662703418397,566,0.022
MDDadult_casevsCN,R_parstriangularis,-0.012,0.03,,,7622,1892,0.684,0.92,9514,R_parstriangularis,rh,0.1977247608861874,0.004053175336036407,0.0840662703418397,566,-0.012
MDDadult_casevsCN,R_pericalcarine,0.007,0.034,,,7650,1897,0.837,0.92,9547,R_pericalcarine,rh,0.1651985256525704,0.0033828655575646,0.0840662703418397,566,0.007
MDDadult_casevsCN,R_postcentral,0.022,0.03,,,7596,1874,0.46,0.92,9470,R_postcentral,rh,0.2003338837533729,0.004100848178669906,0.0840662703418397,566,0.022
MDDadult_casevsCN,R_posteriorcingulate,0.016,0.061,,,7648,1898,0.789,0.92,9546,R_posteriorcingulate,rh,0.162336046691134,0.0033381003861912358,0.0840662703418397,566,0.016
MDDadult_casevsCN,R_precentral,0.009,0.057,,,7589,1880,0.875,0.92,9469,R_precentral,rh,0.1560208692246287,0.0032058706726130174,0.0840662703418397,566,0.009
MDDadult_casevsCN,R_precuneus,0.006,0.034,,,7635,1894,0.87,0.92,9529,R_precuneus,rh,0.114700935562511,0.002347812954738284,0.0840662703418397,566,0.006
MDDadult_casevsCN,R_rostralanteriorcingulate,0.029,0.03,,,7595,1877,0.333,0.92,9472,R_rostralanteriorcingulate,rh,0.1753326949058068,0.0035888841749218657,0.0840662703418397,566,0.029
MDDadult_casevsCN,R_rostralmiddlefrontal,0.054,0.03,,,7636,1890,0.072,0.92,9526,R_rostralmiddlefrontal,rh,0.1875342156885125,0.0038388381058457755,0.0840662703418397,566,0.054
MDDadult_casevsCN,R_superiorfrontal,0.028,0.03,,,7589,1877,0.361,0.92,9466,R_superiorfrontal,rh,0.1548408529084814,0.0031724288235246397,0.0840662703418397,566,0.028
MDDadult_casevsCN,R_superiorparietal,-0.008,0.037,,,7610,1873,0.833,0.92,9483,R_superiorparietal,rh,0.1742287298901008,0.003570215883177845,0.0840662703418397,566,-0.008
MDDadult_casevsCN,R_superiortemporal,0.029,0.062,,,7547,1805,0.64,0.92,9352,R_superiortemporal,rh,0.117555156610781,0.0024143420852572248,0.0840662703418397,566,0.029
MDDadult_casevsCN,R_supramarginal,0.004,0.03,,,7569,1855,0.89,0.92,9424,R_supramarginal,rh,0.1777082723446137,0.0036611708989500794,0.0840662703418397,566,0.004
MDDadult_casevsCN,R_frontalpole,0.024,0.044,,,7652,1900,0.579,0.92,9552,R_frontalpole,rh,0.4164824308930746,0.008530787177566569,0.0840662703418397,566,0.024
MDDadult_casevsCN,R_temporalpole,0.051,0.052,,,7574,1856,0.327,0.92,9430,R_temporalpole,rh,0.3636998202085135,0.007490610855903052,0.0840662703418397,566,0.051
MDDadult_casevsCN,R_transversetemporal,-0.021,0.044,,,7656,1901,0.625,0.92,9557,R_transversetemporal,rh,0.2243868641979294,0.004597068495371302,0.0840662703418397,566,-0.021
MDDadult_casevsCN,R_insula,-0.004,0.051,,,7641,1889,0.936,0.949,9530,R_insula,rh,0.374478321744222,0.007664392386419019,0.0840662703418397,566,
