Structure,Cohen_d,n_patients,n_controls,population_size,hemisphere,NAVR,NAVR_II,NAVR_corrected,NAVR_corrected_II,correction,population_size_livingpark,Cohen_d_thresholded
L_parahippocampal,-0.02,1837,2582,4419,lh,0.1419923979078971,1.0100306139239714,0.004272018141705822,0.0835907283752143,0.0827605888602368,584,-0.02
L_paracentral,-0.14,1837,2582,4419,lh,0.2087907284844583,1.0215642751687584,0.00628172911400613,0.0845452609715474,0.0827605888602368,584,-0.14
L_parsopercularis,-0.29,1837,2582,4419,lh,0.1700048874171607,1.014347899759112,0.005114808777973135,0.0839480294932085,0.0827605888602368,584,-0.29
L_parsorbitalis,-0.25,1837,2582,4419,lh,0.2585720930571187,1.0328889230250944,0.00777946346955397,0.0854824954967726,0.0827605888602368,584,-0.25
L_parstriangularis,-0.27,1837,2582,4419,lh,0.1947534591914286,1.0187879611906627,0.005859400383993904,0.0843154915918593,0.0827605888602368,584,-0.27
L_pericalcarine,0.02,1837,2582,4419,lh,0.2573619043092968,1.0325866306464109,0.007743053433793204,0.0854574776015048,0.0827605888602368,584,0.02
L_postcentral,-0.1,1837,2582,4419,lh,0.1993295859291462,1.0196726356172774,0.005997078856435472,0.0843887077683555,0.0827605888602368,584,-0.1
L_posteriorcingulate,-0.11,1837,2582,4419,lh,0.2107243510940018,1.0219612282978197,0.006339904558529157,0.0845781130462584,0.0827605888602368,584,-0.11
L_precentral,-0.21,1837,2582,4419,lh,0.1934859788469978,1.0185464270274482,0.0058212666591928326,0.0842955020822818,0.0827605888602368,584,-0.21
L_precuneus,-0.21,1837,2582,4419,lh,0.1266028694300775,1.0079822848383444,0.0038090050098888036,0.0834212074539083,0.0827605888602368,584,-0.21
L_rostralanteriorcingulate,-0.15,1837,2582,4419,lh,0.283732439618703,1.0394729901695288,0.008536443832914083,0.0860273967707413,0.0827605888602368,584,-0.15
L_rostralmiddlefrontal,-0.28,1837,2582,4419,lh,0.1904458556017539,1.017973292339187,0.0057298007649051125,0.0842480691179851,0.0827605888602368,584,-0.28
L_superiorfrontal,-0.23,1837,2582,4419,lh,0.132671725682411,1.0087625026712428,0.0039915941089629,0.0834857787411982,0.0827605888602368,584,-0.23
L_superiorparietal,-0.16,1837,2582,4419,lh,0.1101292843519363,1.0060459528629244,0.003313376685065369,0.0832609554793936,0.0827605888602368,584,-0.16
L_superiortemporal,-0.21,1837,2582,4419,lh,0.1260174974969587,1.0079089292567045,0.0037913933662038295,0.0834151365027756,0.0827605888602368,584,-0.21
L_supramarginal,-0.25,1837,2582,4419,lh,0.1406715982860254,1.009845779594263,0.004232280240034114,0.0835754313772461,0.0827605888602368,584,-0.25
L_frontalpole,-0.12,1837,2582,4419,lh,0.3407844666065796,1.0564724571328543,0.010252925122788432,0.0874342826669363,0.0827605888602368,584,-0.12
L_temporalpole,-0.12,1837,2582,4419,lh,0.3656352824157033,1.0647484020871838,0.011000592867942147,0.0881192047447315,0.0827605888602368,584,-0.12
L_transversetemporal,-0.12,1837,2582,4419,lh,0.1956680130206627,1.018963184476973,0.005886915875017507,0.0843299931742164,0.0827605888602368,584,-0.12
L_insula,-0.2,1837,2582,4419,lh,0.2981904866965747,1.0435121304308543,0.008971432186659392,0.0863616783972577,0.0827605888602368,584,-0.2
R_bankssts,-0.13,1837,2582,4419,rh,0.1534593994993605,1.0117063740506451,0.004617017166664021,0.0837294152700864,0.0827605888602368,584,-0.13
R_caudalanteriorcingulate,-0.06,1837,2582,4419,rh,0.2345456463717201,1.0271376053051158,0.0070565978962341324,0.0850065130555448,0.0827605888602368,584,-0.06
R_caudalmiddlefrontal,-0.21,1837,2582,4419,rh,0.1700381669057965,1.014353477937885,0.0051158100328381395,0.0839484911465685,0.0827605888602368,584,-0.21
R_cuneus,-0.03,1837,2582,4419,rh,0.2110250670946185,1.0220232771039457,0.006348951973947615,0.0845832482419915,0.0827605888602368,584,-0.03
R_entorhinal,-0.08,1837,2582,4419,rh,0.3352087278490374,1.054687105840481,0.010085172077719898,0.0872865259426571,0.0827605888602368,584,-0.08
R_fusiform,-0.27,1837,2582,4419,rh,0.2034578796835348,1.0204876818488893,0.006121283715800398,0.084456161474432,0.0827605888602368,584,-0.27
R_inferiorparietal,-0.26,1837,2582,4419,rh,0.1402146441904612,1.0097822272378625,0.004218532206935586,0.0835701717468069,0.0827605888602368,584,-0.26
R_inferiortemporal,-0.19,1837,2582,4419,rh,0.1804525516817452,1.0161511321690553,0.005429139769873894,0.0840972660693073,0.0827605888602368,584,-0.19
R_isthmuscingulate,-0.18,1837,2582,4419,rh,0.2184653938129115,1.0235854279413277,0.0065728034701480215,0.0847125327651817,0.0827605888602368,584,-0.18
R_lateraloccipital,-0.22,1837,2582,4419,rh,0.1526839267879651,1.0115890378505457,0.004593686104295261,0.0837197044570715,0.0827605888602368,584,-0.22
R_lateralorbitofrontal,-0.21,1837,2582,4419,rh,0.2955741158849632,1.04276749948451,0.008892715412118517,0.0863000523016547,0.0827605888602368,584,-0.21
R_lingual,-0.2,1837,2582,4419,rh,0.2610434941592119,1.033510380133093,0.007853818649825116,0.0855339276529819,0.0827605888602368,584,-0.2
R_medialorbitofrontal,-0.23,1837,2582,4419,rh,0.2374629973130645,1.0278077033632822,0.007144370032846896,0.0850619707654328,0.0827605888602368,584,-0.23
R_middletemporal,-0.22,1837,2582,4419,rh,0.1421137530783172,1.010047681455685,0.004275669263155019,0.0835921408941893,0.0827605888602368,584,-0.22
R_parahippocampal,-0.09,1837,2582,4419,rh,0.1475454646038709,1.0108262284513456,0.0044390890695641585,0.0836565739020056,0.0827605888602368,584,-0.09
R_paracentral,-0.14,1837,2582,4419,rh,0.1965077196420784,1.0191247636471843,0.005912179494572162,0.0843433655614906,0.0827605888602368,584,-0.14
R_parsopercularis,-0.25,1837,2582,4419,rh,0.1842800518819023,1.0168378127910058,0.005544294880523268,0.0841540961619388,0.0827605888602368,584,-0.25
R_parsorbitalis,-0.24,1837,2582,4419,rh,0.2583572701375833,1.032835165470727,0.00777300025445914,0.0854780464899174,0.0827605888602368,584,-0.24
R_parstriangularis,-0.23,1837,2582,4419,rh,0.2348309682032626,1.0272027957649268,0.007065182158902652,0.0850119082563869,0.0827605888602368,584,-0.23
R_pericalcarine,0.02,1837,2582,4419,rh,0.2823649468492684,1.0391005549075556,0.00849530110974192,0.0859965738091481,0.0827605888602368,584,0.02
R_postcentral,-0.08,1837,2582,4419,rh,0.1919447953904879,1.0182547836752334,0.005774898235369341,0.0842713655067153,0.0827605888602368,584,-0.08
R_posteriorcingulate,-0.17,1837,2582,4419,rh,0.229542991757253,1.0260068153111217,0.006906086801382743,0.0849129282097646,0.0827605888602368,584,-0.17
R_precentral,-0.18,1837,2582,4419,rh,0.203213697138652,1.0204390264512426,0.006113937179809761,0.0844521347250715,0.0827605888602368,584,-0.18
R_precuneus,-0.19,1837,2582,4419,rh,0.1368537324431657,1.0093210312302154,0.004117414991023564,0.083532002893634,0.0827605888602368,584,-0.19
R_rostralanteriorcingulate,-0.09,1837,2582,4419,rh,0.2607243987946873,1.033429829319268,0.007844218268352104,0.0855272612201966,0.0827605888602368,584,-0.09
R_rostralmiddlefrontal,-0.26,1837,2582,4419,rh,0.192271968463831,1.0183165077012926,0.005784741644772892,0.0842764738234588,0.0827605888602368,584,-0.26
R_superiorfrontal,-0.26,1837,2582,4419,rh,0.1426994383762407,1.0101302538350658,0.004293290334810436,0.0835989746329305,0.0827605888602368,584,-0.26
R_superiorparietal,-0.16,1837,2582,4419,rh,0.1081804550791144,1.0058344848239815,0.0032547437291378075,0.0832434542599656,0.0827605888602368,584,-0.16
R_superiortemporal,-0.19,1837,2582,4419,rh,0.1130545562343416,1.006370375500662,0.0034013871330554326,0.0832878048879324,0.0827605888602368,584,-0.19
R_supramarginal,-0.18,1837,2582,4419,rh,0.1349963545396925,1.0090708675504445,0.004061533463444969,0.0835112992001847,0.0827605888602368,584,-0.18
R_frontalpole,-0.1,1837,2582,4419,rh,0.3308039802832321,1.0532954349902164,0.009952649761117004,0.0871713504435895,0.0827605888602368,584,-0.1
R_temporalpole,-0.06,1837,2582,4419,rh,0.3205953854095554,1.0501339919962125,0.009645511469601142,0.0869097075597577,0.0827605888602368,584,-0.06
R_transversetemporal,-0.11,1837,2582,4419,rh,0.1930159768564547,1.018457248647115,0.0058071260639227925,0.0842881216270118,0.0827605888602368,584,-0.11
R_insula,-0.17,1837,2582,4419,rh,0.3167477759911346,1.0489657542528878,0.009529751348074397,0.0868130235161914,0.0827605888602368,584,-0.17
