Structure,Cohen_d,n_patients,n_controls,population_size,hemisphere,NAVR,NAVR_II,NAVR_corrected,NAVR_corrected_II,correction,population_size_livingpark,Cohen_d_thresholded
R_bankssts,0.01,1498,1436,2934,rh,0.1534593994993605,1.0117063740506451,0.005666220034690924,0.0837294152700864,0.0827605888602368,584,0.01
R_caudalanteriorcingulate,-0.04,1498,1436,2934,rh,0.2345456463717201,1.0271376053051158,0.008660187938025336,0.0850065130555448,0.0827605888602368,584,-0.04
R_caudalmiddlefrontal,-0.08,1498,1436,2934,rh,0.1700381669057965,1.014353477937885,0.006278362036649039,0.0839484911465685,0.0827605888602368,584,-0.08
R_cuneus,-0.03,1498,1436,2934,rh,0.2110250670946185,1.0220232771039457,0.0077917316690562614,0.0845832482419915,0.0827605888602368,584,-0.03
R_entorhinal,0.01,1498,1436,2934,rh,0.3352087278490374,1.054687105840481,0.012376996233126719,0.0872865259426571,0.0827605888602368,584,
R_fusiform,-0.09,1498,1436,2934,rh,0.2034578796835348,1.0204876818488893,0.007512326503554346,0.084456161474432,0.0827605888602368,584,-0.09
R_inferiorparietal,-0.14,1498,1436,2934,rh,0.1402146441904612,1.0097822272378625,0.0051771806006080555,0.0835701717468069,0.0827605888602368,584,-0.14
R_inferiortemporal,-0.06,1498,1436,2934,rh,0.1804525516817452,1.0161511321690553,0.006662894987116544,0.0840972660693073,0.0827605888602368,584,-0.06
R_isthmuscingulate,-0.05,1498,1436,2934,rh,0.2184653938129115,1.0235854279413277,0.0080664527252664,0.0847125327651817,0.0827605888602368,584,-0.05
R_lateraloccipital,-0.07,1498,1436,2934,rh,0.1526839267879651,1.0115890378505457,0.005637587060575299,0.0837197044570715,0.0827605888602368,584,-0.07
R_lateralorbitofrontal,-0.11,1498,1436,2934,rh,0.2955741158849632,1.04276749948451,0.010913557479223778,0.0863000523016547,0.0827605888602368,584,-0.11
R_lingual,-0.04,1498,1436,2934,rh,0.2610434941592119,1.033510380133093,0.00963857464160619,0.0855339276529819,0.0827605888602368,584,-0.04
R_medialorbitofrontal,-0.1,1498,1436,2934,rh,0.2374629973130645,1.0278077033632822,0.0087679060211535,0.0850619707654328,0.0827605888602368,584,-0.1
R_middletemporal,-0.1,1498,1436,2934,rh,0.1421137530783172,1.010047681455685,0.0052473018760954785,0.0835921408941893,0.0827605888602368,584,-0.1
R_parahippocampal,-0.08,1498,1436,2934,rh,0.1475454646038709,1.0108262284513456,0.005447858327959363,0.0836565739020056,0.0827605888602368,584,-0.08
R_paracentral,0.01,1498,1436,2934,rh,0.1965077196420784,1.0191247636471843,0.007255703994931975,0.0843433655614906,0.0827605888602368,584,0.01
R_parsopercularis,-0.06,1498,1436,2934,rh,0.1842800518819023,1.0168378127910058,0.006804218740419802,0.0841540961619388,0.0827605888602368,584,-0.06
R_parsorbitalis,-0.07,1498,1436,2934,rh,0.2583572701375833,1.032835165470727,0.009539390515911215,0.0854780464899174,0.0827605888602368,584,-0.07
R_parstriangularis,-0.06,1498,1436,2934,rh,0.2348309682032626,1.0272027957649268,0.008670722947829201,0.0850119082563869,0.0827605888602368,584,-0.06
R_pericalcarine,0.03,1498,1436,2934,rh,0.2823649468492684,1.0391005549075556,0.010425832006063791,0.0859965738091481,0.0827605888602368,584,0.03
R_postcentral,0.04,1498,1436,2934,rh,0.1919447953904879,1.0182547836752334,0.007087225994265441,0.0842713655067153,0.0827605888602368,584,0.04
R_posteriorcingulate,-0.06,1498,1436,2934,rh,0.229542991757253,1.0260068153111217,0.00847547366248661,0.0849129282097646,0.0827605888602368,584,-0.06
R_precentral,-0.04,1498,1436,2934,rh,0.203213697138652,1.0204390264512426,0.007503310489986911,0.0844521347250715,0.0827605888602368,584,-0.04
R_precuneus,-0.1,1498,1436,2934,rh,0.1368537324431657,1.0093210312302154,0.005053084810193906,0.083532002893634,0.0827605888602368,584,-0.1
R_rostralanteriorcingulate,0.01,1498,1436,2934,rh,0.2607243987946873,1.033429829319268,0.009626792603142956,0.0855272612201966,0.0827605888602368,584,0.01
R_rostralmiddlefrontal,-0.09,1498,1436,2934,rh,0.192271968463831,1.0183165077012926,0.007099306288004605,0.0842764738234588,0.0827605888602368,584,-0.09
R_superiorfrontal,-0.04,1498,1436,2934,rh,0.1426994383762407,1.0101302538350658,0.00526892728177245,0.0835989746329305,0.0827605888602368,584,-0.04
R_superiorparietal,-0.05,1498,1436,2934,rh,0.1081804550791144,1.0058344848239815,0.00399437417278447,0.0832434542599656,0.0827605888602368,584,-0.05
R_superiortemporal,0.01,1498,1436,2934,rh,0.1130545562343416,1.006370375500662,0.004174341836589733,0.0832878048879324,0.0827605888602368,584,0.01
R_supramarginal,0.0,1498,1436,2934,rh,0.1349963545396925,1.0090708675504445,0.004984504378346875,0.0835112992001847,0.0827605888602368,584,
R_frontalpole,0.02,1498,1436,2934,rh,0.3308039802832321,1.0532954349902164,0.012214358630043788,0.0871713504435895,0.0827605888602368,584,0.02
R_temporalpole,0.02,1498,1436,2934,rh,0.3205953854095554,1.0501339919962125,0.01183742411193686,0.0869097075597577,0.0827605888602368,584,0.02
R_transversetemporal,-0.02,1498,1436,2934,rh,0.1930159768564547,1.018457248647115,0.0071267774971583995,0.0842881216270118,0.0827605888602368,584,-0.02
R_insula,-0.07,1498,1436,2934,rh,0.3167477759911346,1.0489657542528878,0.011695357860905998,0.0868130235161914,0.0827605888602368,584,-0.07
