SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p,population_size,region,hemisphere,NAVR,NAVR_corrected,correction,population_size_livingpark,d_icv_thresholded
ADHDadult_casevsCN,R_isthmuscingulate,0.05,-0.06,,,539,733,0.43,0.97,1272,R_isthmuscingulate,rh,0.1798584080766769,0.010085958692872406,0.0840662703418397,566,0.05
ADHDadult_casevsCN,R_lateraloccipital,-0.02,-0.06,,,539,730,0.73,0.97,1269,R_lateraloccipital,rh,0.0883526703971253,0.004956520430692081,0.0840662703418397,566,-0.02
ADHDadult_casevsCN,R_lateralorbitofrontal,-0.03,-0.06,,,539,733,0.56,0.97,1272,R_lateralorbitofrontal,rh,0.338660973367915,0.01899863383903734,0.0840662703418397,566,-0.03
ADHDadult_casevsCN,R_lingual,0.0,-0.06,,,494,688,1.0,0.97,1182,R_lingual,rh,0.120006334526438,0.006737571010772738,0.0840662703418397,566,
ADHDadult_casevsCN,R_medialorbitofrontal,-0.05,-0.06,,,539,731,0.4,0.97,1270,R_medialorbitofrontal,rh,0.2373507957582443,0.01335731022072816,0.0840662703418397,566,-0.05
ADHDadult_casevsCN,R_middletemporal,0.01,-0.06,,,477,670,0.86,0.97,1147,R_middletemporal,rh,0.1118631366940052,0.0065074111988617815,0.0840662703418397,566,0.01
ADHDadult_casevsCN,R_parahippocampal,-0.16,-0.06,,,492,688,0.01,0.4,1180,R_parahippocampal,rh,0.2797618263430707,0.015712989611143598,0.0840662703418397,566,-0.16
ADHDadult_casevsCN,R_paracentral,0.04,-0.06,,,538,732,0.51,0.97,1270,R_paracentral,rh,0.1558819207241439,0.008793425838375758,0.0840662703418397,566,0.04
ADHDadult_casevsCN,R_parsopercularis,-0.04,-0.06,,,539,731,0.52,0.97,1270,R_parsopercularis,rh,0.172803742272672,0.009694164027241619,0.0840662703418397,566,-0.04
ADHDadult_casevsCN,R_parsorbitalis,-0.06,-0.06,,,539,732,0.28,0.97,1271,R_parsorbitalis,rh,0.1869218196284564,0.010883009094916934,0.0840662703418397,566,-0.06
ADHDadult_casevsCN,R_parstriangularis,-0.08,-0.06,,,538,732,0.14,0.97,1270,R_parstriangularis,rh,0.1977247608861874,0.011531542230594584,0.0840662703418397,566,-0.08
ADHDadult_casevsCN,R_pericalcarine,-0.08,-0.06,,,539,732,0.16,0.97,1271,R_pericalcarine,rh,0.1651985256525704,0.009274817049044586,0.0840662703418397,566,-0.08
ADHDadult_casevsCN,R_postcentral,-0.06,-0.06,,,528,727,0.32,0.97,1255,R_postcentral,rh,0.2003338837533729,0.011654017553738386,0.0840662703418397,566,-0.06
ADHDadult_casevsCN,R_posteriorcingulate,-0.09,-0.06,,,539,733,0.13,0.97,1272,R_posteriorcingulate,rh,0.162336046691134,0.00958657009888706,0.0840662703418397,566,-0.09
ADHDadult_casevsCN,R_precentral,-0.01,-0.06,,,537,729,0.86,0.97,1266,R_precentral,rh,0.1560208692246287,0.008756102328083534,0.0840662703418397,566,-0.01
ADHDadult_casevsCN,R_precuneus,-0.03,-0.06,,,539,732,0.66,0.97,1271,R_precuneus,rh,0.114700935562511,0.006434638907683534,0.0840662703418397,566,-0.03
ADHDadult_casevsCN,R_rostralanteriorcingulate,0.02,-0.06,,,535,730,0.74,0.97,1265,R_rostralanteriorcingulate,rh,0.1753326949058068,0.009836036427227314,0.0840662703418397,566,0.02
ADHDadult_casevsCN,R_rostralmiddlefrontal,-0.04,-0.06,,,538,733,0.49,0.97,1271,R_rostralmiddlefrontal,rh,0.1875342156885125,0.010516396609760921,0.0840662703418397,566,-0.04
ADHDadult_casevsCN,R_superiorfrontal,0.0,-0.06,,,535,730,0.99,0.97,1265,R_superiorfrontal,rh,0.1548408529084814,0.008686459022653902,0.0840662703418397,566,
ADHDadult_casevsCN,R_superiorparietal,-0.04,-0.06,,,539,730,0.46,0.97,1269,R_superiorparietal,rh,0.1742287298901008,0.00977410479425548,0.0840662703418397,566,-0.04
ADHDadult_casevsCN,R_superiortemporal,-0.03,-0.06,,,476,661,0.64,0.97,1137,R_superiortemporal,rh,0.117555156610781,0.006599953398069648,0.0840662703418397,566,-0.03
ADHDadult_casevsCN,R_supramarginal,0.01,-0.06,,,535,728,0.83,0.97,1263,R_supramarginal,rh,0.1777082723446137,0.010000828162018928,0.0840662703418397,566,
ADHDadult_casevsCN,R_frontalpole,0.02,-0.06,,,539,733,0.71,0.97,1272,R_frontalpole,rh,0.4164824308930746,0.02422802108916738,0.0840662703418397,566,
ADHDadult_casevsCN,R_temporalpole,-0.08,-0.06,,,494,688,0.17,0.97,1182,R_temporalpole,rh,0.3636998202085135,0.02115749971791853,0.0840662703418397,566,-0.08
ADHDadult_casevsCN,R_transversetemporal,-0.07,-0.06,,,494,688,0.26,0.97,1182,R_transversetemporal,rh,0.2243868641979294,0.012657845375936371,0.0840662703418397,566,-0.07
ADHDadult_casevsCN,R_insula,-0.13,-0.06,,,532,725,0.02,0.51,1257,R_insula,rh,0.374478321744222,0.021007960984469696,0.0840662703418397,566,-0.13
