SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p,population_size,region,hemisphere,NAVR,NAVR_corrected,correction,population_size_livingpark,d_icv_thresholded
SCZ_case_vs_controls,L_transversetemporal,-0.151,0.025,,,5045,4423,1.0499999999999999e-09,9.150000000000001e-09,9468,L_transversetemporal,lh,0.1809503801815842,0.003719882195015081,0.0840662703418397,566,-0.151
SCZ_case_vs_controls,L_insula,-0.122,0.042,,,5043,4416,0.00347,0.00382,9459,L_insula,lh,0.299847994886643,0.006188025614367086,0.0840662703418397,566,-0.122
SCZ_case_vs_controls,R_bankssts,-0.173,0.032,,,5010,4373,4.26e-08,1.7600000000000001e-07,9383,R_bankssts,rh,0.1825977843962243,0.0037527575706287376,0.0840662703418397,566,-0.173
SCZ_case_vs_controls,R_caudalanteriorcingulate,-0.156,0.026,,,5046,4419,2.2e-09,1.22e-08,9465,R_caudalanteriorcingulate,rh,0.1383714680931598,0.0028597143426618288,0.0840662703418397,566,-0.156
SCZ_case_vs_controls,R_caudalmiddlefrontal,-0.163,0.035,,,5029,4392,3.65e-06,6.72e-06,9421,R_caudalmiddlefrontal,rh,0.1657564399893244,0.0034238503018948403,0.0840662703418397,566,-0.163
SCZ_case_vs_controls,R_cuneus,-0.155,0.037,,,5020,4380,2.35e-05,3.66e-05,9400,R_cuneus,rh,0.1359122118474259,0.002812043671447555,0.0840662703418397,566,-0.155
SCZ_case_vs_controls,R_entorhinal,-0.098,0.03,,,4892,4206,0.00117,0.00137,9098,R_entorhinal,rh,0.3394861382835046,0.007007538642157012,0.0840662703418397,566,-0.098
SCZ_case_vs_controls,R_fusiform,-0.22,0.036,,,5006,4341,1.4800000000000003e-09,1.13e-08,9347,R_fusiform,rh,0.1441676106290709,0.002993762377965277,0.0840662703418397,566,-0.22
SCZ_case_vs_controls,R_inferiorparietal,-0.192,0.03,,,4972,4297,2.4899999999999997e-10,5.8e-09,9269,R_inferiorparietal,rh,0.0931743589228291,0.001915429182525977,0.0840662703418397,566,-0.192
SCZ_case_vs_controls,R_inferiortemporal,-0.206,0.042,,,4992,4335,8.37e-07,1.95e-06,9327,R_inferiortemporal,rh,0.1463527859563971,0.0030159809305491704,0.0840662703418397,566,-0.206
SCZ_case_vs_controls,R_isthmuscingulate,-0.04,0.033,,,5035,4405,0.23,0.23,9440,R_isthmuscingulate,rh,0.1798584080766769,0.0036956773702223615,0.0840662703418397,566,-0.04
SCZ_case_vs_controls,R_lateraloccipital,-0.158,0.036,,,5006,4350,1.12e-05,1.95e-05,9356,R_lateraloccipital,rh,0.0883526703971253,0.0018186146159667603,0.0840662703418397,566,-0.158
SCZ_case_vs_controls,R_lateralorbitofrontal,-0.15,0.038,,,5032,4393,8.22e-05,0.0001149999999999,9425,R_lateralorbitofrontal,rh,0.338660973367915,0.006983071576356657,0.0840662703418397,566,-0.15
SCZ_case_vs_controls,R_lingual,-0.168,0.033,,,5047,4412,3.09e-07,8.33e-07,9459,R_lingual,rh,0.120006334526438,0.002481621160906918,0.0840662703418397,566,-0.168
SCZ_case_vs_controls,R_medialorbitofrontal,-0.182,0.042,,,5015,4379,1.64e-05,2.67e-05,9394,R_medialorbitofrontal,rh,0.2373507957582443,0.004937046640270726,0.0840662703418397,566,-0.182
SCZ_case_vs_controls,R_middletemporal,-0.211,0.044,,,4983,4318,1.2e-06,2.62e-06,9301,R_middletemporal,rh,0.1118631366940052,0.002307560317186972,0.0840662703418397,566,-0.211
SCZ_case_vs_controls,R_parahippocampal,-0.132,0.035,,,5027,4372,0.0001889999999999,0.000246,9399,R_parahippocampal,rh,0.2797618263430707,0.005751195635036321,0.0840662703418397,566,-0.132
SCZ_case_vs_controls,R_paracentral,-0.1169999999999999,0.031,,,5042,4414,0.000131,0.000173,9456,R_paracentral,rh,0.1558819207241439,0.0032055542510313934,0.0840662703418397,566,-0.1169999999999999
SCZ_case_vs_controls,R_parsopercularis,-0.146,0.027,,,5003,4362,5.49e-08,2.03e-07,9365,R_parsopercularis,rh,0.172803742272672,0.0035646690242612544,0.0840662703418397,566,-0.146
SCZ_case_vs_controls,R_parsorbitalis,-0.175,0.033,,,5021,4393,1.67e-07,4.879999999999999e-07,9414,R_parsorbitalis,rh,0.1869218196284564,0.003866819271959819,0.0840662703418397,566,-0.175
SCZ_case_vs_controls,R_parstriangularis,-0.135,0.0289999999999999,,,5000,4361,3.05e-06,5.76e-06,9361,R_parstriangularis,rh,0.1977247608861874,0.004094680934007448,0.0840662703418397,566,-0.135
SCZ_case_vs_controls,R_pericalcarine,-0.107,0.037,,,5047,4415,0.00349,0.00382,9462,R_pericalcarine,rh,0.1651985256525704,0.003415789161447302,0.0840662703418397,566,-0.107
SCZ_case_vs_controls,R_postcentral,-0.178,0.031,,,5033,4398,1.48e-08,7.38e-08,9431,R_postcentral,rh,0.2003338837533729,0.00411966397198613,0.0840662703418397,566,-0.178
SCZ_case_vs_controls,R_posteriorcingulate,-0.125,0.038,,,5044,4418,0.00107,0.0012699999999999,9462,R_posteriorcingulate,rh,0.162336046691134,0.0033665117842521615,0.0840662703418397,566,-0.125
SCZ_case_vs_controls,R_precentral,-0.206,0.038,,,5029,4393,5.51e-08,2.03e-07,9422,R_precentral,rh,0.1560208692246287,0.003208920494776592,0.0840662703418397,566,-0.206
SCZ_case_vs_controls,R_precuneus,-0.154,0.0279999999999999,,,5034,4389,2.65e-08,1.24e-07,9423,R_precuneus,rh,0.114700935562511,0.0023643396147462,0.0840662703418397,566,-0.154
SCZ_case_vs_controls,R_rostralanteriorcingulate,-0.156,0.032,,,5017,4387,1.13e-06,2.55e-06,9404,R_rostralanteriorcingulate,rh,0.1753326949058068,0.003604968148411318,0.0840662703418397,566,-0.156
SCZ_case_vs_controls,R_rostralmiddlefrontal,-0.191,0.0409999999999999,,,5007,4366,2.72e-06,5.3e-06,9373,R_rostralmiddlefrontal,rh,0.1875342156885125,0.0038558403192147338,0.0840662703418397,566,-0.191
SCZ_case_vs_controls,R_superiorfrontal,-0.222,0.044,,,5033,4397,3.28e-07,8.49e-07,9430,R_superiorfrontal,rh,0.1548408529084814,0.0031902223624743803,0.0840662703418397,566,-0.222
SCZ_case_vs_controls,R_superiorparietal,-0.17,0.032,,,5010,4372,1.37e-07,4.3600000000000004e-07,9382,R_superiorparietal,rh,0.1742287298901008,0.0035992371086773344,0.0840662703418397,566,-0.17
SCZ_case_vs_controls,R_superiortemporal,-0.195,0.038,,,4985,4322,3.7100000000000003e-07,9.27e-07,9307,R_superiortemporal,rh,0.117555156610781,0.0024273028497056107,0.0840662703418397,566,-0.195
SCZ_case_vs_controls,R_supramarginal,-0.142,0.032,,,4963,4287,1.22e-05,2.03e-05,9250,R_supramarginal,rh,0.1777082723446137,0.003695445264307819,0.0840662703418397,566,-0.142
SCZ_case_vs_controls,R_frontalpole,-0.092,0.0279999999999999,,,5045,4421,0.000865,0.00104,9466,R_frontalpole,rh,0.4164824308930746,0.00856363522819455,0.0840662703418397,566,-0.092
SCZ_case_vs_controls,R_temporalpole,-0.103,0.0289999999999999,,,4950,4288,0.000388,0.0004849999999999,9238,R_temporalpole,rh,0.3636998202085135,0.007568051923982705,0.0840662703418397,566,-0.103
SCZ_case_vs_controls,R_transversetemporal,-0.168,0.027,,,5047,4418,6.439999999999998e-10,9.01e-09,9465,R_transversetemporal,rh,0.2243868641979294,0.004614289220096001,0.0840662703418397,566,-0.168
SCZ_case_vs_controls,R_insula,-0.113,0.039,,,5042,4417,0.00397,0.00427,9459,R_insula,rh,0.374478321744222,0.00769304592917787,0.0840662703418397,566,-0.113
